transaction_id,account_id,timestamp,amount,currency,merchant,country,channel,mcc_code,counterparty_id,counterparty_name
TXN-STRU-5067,ACC-1003,2026-06-27T03:00:00,9700.0,USD,Cash Deposit Kiosk,US,P2P,6051,,
TXN-00302,ACC-1010,2026-06-27T04:26:00,917.84,USD,Crypto Exchange Alpha,AU,ATM,6051,,
TXN-00336,ACC-1009,2026-06-27T05:49:00,162.71,USD,ATM Withdrawal,GB,CARD,7995,,
TXN-00031,ACC-1015,2026-06-27T06:06:00,3094.88,USD,ATM Withdrawal,US,CARD,7995,,
TXN-00285,ACC-1019,2026-06-27T07:55:00,47.12,USD,Grocery Mart,GB,P2P,6011,BEN-1003,Jordan Kim
TXN-00200,ACC-1014,2026-06-27T08:13:00,597.99,USD,Shell Gas,CA,CARD,7995,,
TXN-00207,ACC-1020,2026-06-27T09:07:00,709.93,USD,Amazon,SG,CARD,6011,,
TXN-00186,ACC-1007,2026-06-27T10:52:00,678.96,USD,ATM Withdrawal,SG,ATM,5999,,
TXN-00118,ACC-1000,2026-06-27T14:44:00,1418.15,USD,Consulting Fees Ltd,CA,CARD,5411,,
TXN-00341,ACC-1021,2026-06-27T19:49:00,527.45,USD,Crypto Exchange Alpha,US,WIRE,5411,BEN-1001,Alex Rivera
TXN-00314,ACC-1005,2026-06-27T20:59:00,1696.0,USD,Consulting Fees Ltd,SG,WIRE,4829,BEN-1003,Jordan Kim
TXN-SHAR-9199,ACC-1004,2026-06-28T00:00:00,15500.0,USD,Cash Deposit Kiosk,AU,WIRE,6051,BEN-0099,Rapid Settlement Corp
TXN-00063,ACC-1022,2026-06-28T00:33:00,108.22,USD,Crypto Exchange Alpha,CA,CARD,7995,,
TXN-00236,ACC-1004,2026-06-28T02:58:00,43.48,USD,Consulting Fees Ltd,GB,CARD,5411,,
TXN-00204,ACC-1023,2026-06-28T05:08:00,88.64,USD,Payroll Inc,SG,WIRE,6051,BEN-1005,Casey Nguyen
TXN-STRU-1725,ACC-1003,2026-06-28T06:00:00,9650.0,USD,Cash Deposit Kiosk,GB,P2P,6051,,
TXN-00378,ACC-1003,2026-06-28T07:53:00,4486.3,USD,Grocery Mart,US,P2P,6051,BEN-1005,Casey Nguyen
TXN-00050,ACC-1020,2026-06-28T08:02:00,576.22,USD,Grocery Mart,US,WIRE,6011,BEN-1003,Jordan Kim
TXN-00209,ACC-1007,2026-06-28T18:25:00,27945.31,USD,Shell Gas,CA,ATM,4829,,
TXN-00095,ACC-1017,2026-06-28T21:23:00,80.65,USD,Payroll Inc,US,CARD,5411,,
TXN-00332,ACC-1016,2026-06-29T01:29:00,438.51,USD,Payroll Inc,GB,ATM,7995,,
TXN-00266,ACC-1022,2026-06-29T02:51:00,2430.01,USD,Grocery Mart,AU,CARD,5999,,
TXN-00182,ACC-1022,2026-06-29T02:57:00,124.22,USD,Grocery Mart,US,P2P,5411,BEN-1002,Morgan Lee
TXN-00284,ACC-1008,2026-06-29T07:09:00,4214.71,USD,Amazon,US,CARD,7995,,
TXN-00171,ACC-1014,2026-06-29T07:54:00,164.45,USD,Shell Gas,DE,CARD,6051,,
TXN-00112,ACC-1015,2026-06-29T10:11:00,431.06,USD,Offshore Holdings LLC,US,ATM,5411,,
TXN-00351,ACC-1002,2026-06-29T11:05:00,2044.47,USD,Crypto Exchange Alpha,CA,ACH,4829,,
TXN-00253,ACC-1012,2026-06-29T12:21:00,1256.03,USD,Consulting Fees Ltd,GB,ATM,4829,,
TXN-00220,ACC-1022,2026-06-29T14:33:00,5146.77,USD,Cash Deposit Kiosk,CA,WIRE,4829,BEN-1003,Jordan Kim
TXN-00051,ACC-1023,2026-06-29T17:45:00,264.12,USD,Payroll Inc,SG,ACH,5411,,
TXN-00074,ACC-1016,2026-06-30T01:35:00,22.61,USD,Shell Gas,GB,ATM,6011,,
TXN-00014,ACC-1020,2026-06-30T04:16:00,60.5,USD,Crypto Exchange Alpha,GB,P2P,4829,BEN-1005,Casey Nguyen
TXN-SHAR-6651,ACC-1015,2026-06-30T05:00:00,18200.0,USD,Cash Deposit Kiosk,GB,WIRE,6051,BEN-0099,Rapid Settlement Corp
TXN-00106,ACC-1022,2026-06-30T08:19:00,3212.5,USD,Crypto Exchange Alpha,DE,ACH,5999,,
TXN-00325,ACC-1003,2026-06-30T09:10:00,106.1,USD,Payroll Inc,SG,CARD,5999,,
TXN-00087,ACC-1006,2026-06-30T10:21:00,579.19,USD,Offshore Holdings LLC,SG,ATM,4829,,
TXN-00340,ACC-1007,2026-06-30T11:09:00,163.29,USD,Crypto Exchange Alpha,DE,ACH,5411,,
TXN-00131,ACC-1017,2026-06-30T13:03:00,435.03,USD,Payroll Inc,GB,CARD,6051,,
TXN-00099,ACC-1007,2026-06-30T18:39:00,311.67,USD,ATM Withdrawal,AU,CARD,5411,,
TXN-00318,ACC-1009,2026-06-30T20:34:00,576.27,USD,Consulting Fees Ltd,CA,WIRE,7995,BEN-1005,Casey Nguyen
TXN-00339,ACC-1009,2026-06-30T21:46:00,217.0,USD,ATM Withdrawal,CA,P2P,6011,BEN-1004,Taylor Brooks
TXN-00208,ACC-1019,2026-06-30T22:58:00,710.91,USD,Shell Gas,DE,ATM,5411,,
TXN-00032,ACC-1013,2026-06-30T23:03:00,397.48,USD,Shell Gas,AU,ACH,7995,,
TXN-00327,ACC-1004,2026-06-30T23:38:00,963.75,USD,ATM Withdrawal,DE,P2P,6051,BEN-1004,Taylor Brooks
TXN-00088,ACC-1002,2026-07-01T00:47:00,225.26,USD,Amazon,CA,CARD,6011,,
TXN-00188,ACC-1021,2026-07-01T02:05:00,158.94,USD,Shell Gas,US,ATM,5411,,
TXN-HIGH-8052,ACC-1007,2026-07-01T06:00:00,42000.0,USD,Offshore Holdings LLC,SY,WIRE,6051,,
TXN-00232,ACC-1009,2026-07-01T06:23:00,424.17,USD,Cash Deposit Kiosk,AU,ATM,7995,,
TXN-00036,ACC-1015,2026-07-01T06:55:00,507.63,USD,Amazon,SG,WIRE,5411,BEN-1004,Taylor Brooks
TXN-00280,ACC-1009,2026-07-01T07:51:00,457.08,USD,ATM Withdrawal,AU,CARD,7995,,
TXN-00357,ACC-1003,2026-07-01T10:58:00,293.68,USD,Grocery Mart,GB,CARD,7995,,
TXN-00179,ACC-1002,2026-07-01T14:49:00,8040.01,USD,Payroll Inc,DE,P2P,7995,BEN-1001,Alex Rivera
TXN-00399,ACC-1019,2026-07-01T18:25:00,1574.35,USD,Payroll Inc,CA,ATM,6051,,
TXN-00071,ACC-1007,2026-07-01T19:54:00,2190.4,USD,Consulting Fees Ltd,US,ATM,5999,,
TXN-00239,ACC-1009,2026-07-01T22:53:00,1030.37,USD,Consulting Fees Ltd,GB,ATM,6051,,
TXN-00142,ACC-1010,2026-07-01T22:58:00,68.84,USD,ATM Withdrawal,SG,WIRE,5411,BEN-1004,Taylor Brooks
TXN-00024,ACC-1023,2026-07-02T02:48:00,221.67,USD,Wire Transfer,CA,WIRE,6051,BEN-1004,Taylor Brooks
TXN-00096,ACC-1013,2026-07-02T03:27:00,558.77,USD,Consulting Fees Ltd,DE,WIRE,6011,BEN-1004,Taylor Brooks
TXN-00265,ACC-1022,2026-07-02T06:07:00,102.25,USD,Shell Gas,GB,ATM,6011,,
TXN-00129,ACC-1022,2026-07-02T09:42:00,231.87,USD,Payroll Inc,SG,ACH,7995,,
TXN-00157,ACC-1023,2026-07-02T09:49:00,679.4,USD,Cash Deposit Kiosk,GB,CARD,6011,,
TXN-00170,ACC-1003,2026-07-02T19:26:00,151.64,USD,Amazon,DE,CARD,6011,,
TXN-00132,ACC-1024,2026-07-02T20:28:00,125.39,USD,Crypto Exchange Alpha,US,CARD,6051,,
TXN-00136,ACC-1004,2026-07-02T22:18:00,170.45,USD,Offshore Holdings LLC,CA,ATM,7995,,
TXN-00217,ACC-1019,2026-07-03T12:29:00,310.91,USD,Payroll Inc,CA,ACH,7995,,
TXN-00076,ACC-1023,2026-07-03T13:53:00,443.97,USD,Consulting Fees Ltd,CA,WIRE,7995,BEN-1004,Taylor Brooks
TXN-00016,ACC-1004,2026-07-03T15:05:00,132.41,USD,Shell Gas,US,WIRE,5999,BEN-1002,Morgan Lee
TXN-00143,ACC-1004,2026-07-03T18:21:00,494.28,USD,Consulting Fees Ltd,US,ACH,6051,,
TXN-RAPI-2615,ACC-1012,2026-07-04T00:00:00,87000.0,USD,Crypto Exchange Alpha,US,P2P,6051,,
TXN-00022,ACC-1017,2026-07-04T00:38:00,434.54,USD,Consulting Fees Ltd,DE,ACH,5411,,
TXN-00350,ACC-1017,2026-07-04T04:24:00,567.93,USD,Offshore Holdings LLC,GB,WIRE,5999,BEN-1003,Jordan Kim
TXN-00345,ACC-1021,2026-07-04T07:26:00,520.74,USD,Offshore Holdings LLC,DE,ACH,6051,,
TXN-00312,ACC-1021,2026-07-04T07:40:00,1000.2,USD,Amazon,GB,ACH,7995,,
TXN-00184,ACC-1019,2026-07-04T09:29:00,315.51,USD,Cash Deposit Kiosk,CA,ATM,5411,,
TXN-00272,ACC-1021,2026-07-04T11:08:00,1450.23,USD,Cash Deposit Kiosk,CA,WIRE,7995,BEN-1002,Morgan Lee
TXN-00105,ACC-1017,2026-07-04T11:27:00,629.2,USD,Payroll Inc,AU,CARD,4829,,
TXN-00115,ACC-1007,2026-07-04T12:28:00,562.11,USD,Offshore Holdings LLC,SG,P2P,4829,BEN-1004,Taylor Brooks
TXN-00150,ACC-1007,2026-07-04T13:36:00,531.41,USD,Wire Transfer,AU,WIRE,5411,BEN-1002,Morgan Lee
TXN-RAPI-9366,ACC-1012,2026-07-04T20:00:00,86500.0,USD,Crypto Exchange Alpha,GB,WIRE,6051,,
TXN-00097,ACC-1023,2026-07-04T20:17:00,537.62,USD,Payroll Inc,CA,ATM,7995,,
TXN-00153,ACC-1021,2026-07-05T05:04:00,520.86,USD,Grocery Mart,SG,P2P,5999,BEN-1003,Jordan Kim
TXN-00255,ACC-1005,2026-07-05T09:20:00,236.83,USD,Shell Gas,US,CARD,5999,,
TXN-00305,ACC-1014,2026-07-05T10:34:00,459.0,USD,Offshore Holdings LLC,DE,P2P,6011,BEN-1004,Taylor Brooks
TXN-00338,ACC-1005,2026-07-05T12:33:00,635.38,USD,Crypto Exchange Alpha,GB,ACH,5411,,
TXN-00362,ACC-1004,2026-07-05T15:11:00,357.94,USD,Amazon,CA,P2P,5411,BEN-1001,Alex Rivera
TXN-00297,ACC-1016,2026-07-05T15:45:00,565.68,USD,Offshore Holdings LLC,CA,ATM,5411,,
TXN-00374,ACC-1008,2026-07-05T18:42:00,4309.17,USD,Wire Transfer,US,CARD,5411,,
TXN-00067,ACC-1012,2026-07-06T00:19:00,1216.69,USD,Crypto Exchange Alpha,DE,ATM,6051,,
TXN-00018,ACC-1008,2026-07-06T00:43:00,148.59,USD,Shell Gas,AU,P2P,5999,BEN-1003,Jordan Kim
TXN-00396,ACC-1021,2026-07-06T00:46:00,61.29,USD,Crypto Exchange Alpha,SG,ATM,4829,,
TXN-00264,ACC-1012,2026-07-06T03:16:00,305.57,USD,Consulting Fees Ltd,DE,WIRE,4829,BEN-1005,Casey Nguyen
TXN-00048,ACC-1003,2026-07-06T04:17:00,588.74,USD,Cash Deposit Kiosk,DE,WIRE,6011,BEN-1003,Jordan Kim
TXN-00353,ACC-1021,2026-07-06T06:30:00,338.35,USD,Grocery Mart,GB,CARD,5411,,
TXN-00387,ACC-1023,2026-07-06T07:36:00,3177.3,USD,Wire Transfer,CA,ATM,6011,,
TXN-00275,ACC-1020,2026-07-06T08:08:00,670.69,USD,Offshore Holdings LLC,AU,P2P,5411,BEN-1005,Casey Nguyen
TXN-00007,ACC-1002,2026-07-06T09:53:00,938.4,USD,Cash Deposit Kiosk,AU,CARD,6051,,
TXN-00047,ACC-1021,2026-07-06T09:59:00,1290.56,USD,Shell Gas,AU,WIRE,5411,BEN-1003,Jordan Kim
TXN-00380,ACC-1011,2026-07-06T12:27:00,160.18,USD,Cash Deposit Kiosk,GB,ATM,5411,,
TXN-00366,ACC-1017,2026-07-06T13:00:00,516.2,USD,Payroll Inc,US,CARD,6051,,
TXN-00267,ACC-1002,2026-07-06T17:18:00,83.67,USD,Wire Transfer,DE,WIRE,6051,BEN-1003,Jordan Kim
TXN-00269,ACC-1011,2026-07-06T18:23:00,465.83,USD,Payroll Inc,SG,WIRE,5411,BEN-1005,Casey Nguyen
TXN-00324,ACC-1023,2026-07-07T00:16:00,133.4,USD,Grocery Mart,AU,WIRE,5999,BEN-1001,Alex Rivera
TXN-00126,ACC-1008,2026-07-07T01:48:00,135.7,USD,Consulting Fees Ltd,GB,P2P,4829,BEN-1004,Taylor Brooks
TXN-00360,ACC-1012,2026-07-07T07:31:00,714.28,USD,Grocery Mart,CA,CARD,7995,,
TXN-00376,ACC-1005,2026-07-07T07:36:00,1053.16,USD,Payroll Inc,SG,CARD,7995,,
TXN-00358,ACC-1001,2026-07-07T07:47:00,575.36,USD,Amazon,GB,CARD,6051,,
TXN-00278,ACC-1024,2026-07-07T08:41:00,435.63,USD,Cash Deposit Kiosk,GB,ATM,6051,,
TXN-00344,ACC-1023,2026-07-07T10:36:00,240.29,USD,Grocery Mart,CA,WIRE,6011,BEN-1003,Jordan Kim
TXN-00213,ACC-1024,2026-07-07T18:28:00,825.95,USD,Cash Deposit Kiosk,AU,P2P,5999,BEN-1003,Jordan Kim
TXN-00375,ACC-1006,2026-07-08T04:48:00,173.45,USD,ATM Withdrawal,AU,ACH,4829,,
TXN-00175,ACC-1006,2026-07-08T06:52:00,1002.15,USD,Grocery Mart,GB,WIRE,5411,BEN-1005,Casey Nguyen
TXN-00098,ACC-1013,2026-07-08T08:20:00,405.7,USD,Shell Gas,GB,CARD,7995,,
TXN-00127,ACC-1005,2026-07-08T13:40:00,216.39,USD,Shell Gas,SG,ATM,4829,,
TXN-00015,ACC-1023,2026-07-08T13:57:00,217.34,USD,ATM Withdrawal,CA,CARD,6011,,
TXN-00042,ACC-1021,2026-07-08T18:33:00,355.24,USD,Offshore Holdings LLC,DE,WIRE,6011,BEN-1003,Jordan Kim
TXN-00081,ACC-1024,2026-07-08T22:01:00,597.54,USD,ATM Withdrawal,CA,ATM,5411,,
TXN-00359,ACC-1018,2026-07-08T23:26:00,162.4,USD,Wire Transfer,DE,WIRE,6011,BEN-1003,Jordan Kim
TXN-00017,ACC-1013,2026-07-09T02:24:00,570.02,USD,Cash Deposit Kiosk,SG,ATM,6051,,
TXN-DORM-7408,ACC-1019,2026-07-09T03:00:00,61000.0,USD,Cash Deposit Kiosk,DE,P2P,6051,,
TXN-00134,ACC-1020,2026-07-09T07:45:00,146.74,USD,Offshore Holdings LLC,GB,P2P,6051,BEN-1001,Alex Rivera
TXN-00061,ACC-1003,2026-07-09T13:22:00,328.91,USD,Grocery Mart,AU,ATM,6051,,
TXN-00101,ACC-1008,2026-07-09T22:56:00,253.99,USD,Payroll Inc,DE,ACH,6051,,
TXN-00116,ACC-1018,2026-07-10T01:39:00,388.32,USD,Shell Gas,AU,WIRE,4829,BEN-1002,Morgan Lee
TXN-00292,ACC-1021,2026-07-10T03:08:00,210.97,USD,ATM Withdrawal,US,CARD,4829,,
TXN-00229,ACC-1010,2026-07-10T04:38:00,851.98,USD,Wire Transfer,SG,WIRE,5999,BEN-1002,Morgan Lee
TXN-00230,ACC-1024,2026-07-10T05:46:00,180.66,USD,Amazon,SG,ATM,4829,,
TXN-00381,ACC-1024,2026-07-10T09:51:00,208.65,USD,Shell Gas,GB,ACH,4829,,
TXN-00244,ACC-1000,2026-07-10T11:15:00,107.73,USD,ATM Withdrawal,CA,WIRE,6051,BEN-1001,Alex Rivera
TXN-00303,ACC-1024,2026-07-10T15:55:00,789.51,USD,Amazon,AU,WIRE,6011,BEN-1005,Casey Nguyen
TXN-00299,ACC-1022,2026-07-11T00:38:00,806.41,USD,Offshore Holdings LLC,SG,P2P,6011,BEN-1005,Casey Nguyen
TXN-00249,ACC-1015,2026-07-11T05:51:00,629.85,USD,Shell Gas,GB,ATM,5411,,
TXN-00152,ACC-1014,2026-07-11T08:29:00,190.94,USD,Amazon,DE,ATM,4829,,
TXN-00049,ACC-1021,2026-07-11T08:32:00,58.01,USD,Offshore Holdings LLC,SG,ACH,5411,,
TXN-00326,ACC-1003,2026-07-11T09:23:00,1442.2,USD,Crypto Exchange Alpha,CA,WIRE,7995,BEN-1002,Morgan Lee
TXN-00111,ACC-1004,2026-07-11T15:06:00,391.83,USD,Cash Deposit Kiosk,US,CARD,7995,,
TXN-00390,ACC-1007,2026-07-11T15:38:00,150.17,USD,Crypto Exchange Alpha,CA,ATM,5411,,
TXN-00021,ACC-1009,2026-07-11T16:38:00,314.71,USD,Wire Transfer,GB,CARD,6011,,
TXN-00242,ACC-1013,2026-07-11T19:29:00,703.09,USD,Shell Gas,US,ATM,6051,,
TXN-00148,ACC-1003,2026-07-11T22:55:00,716.33,USD,Consulting Fees Ltd,US,WIRE,5411,BEN-1003,Jordan Kim
TXN-00315,ACC-1009,2026-07-12T01:58:00,412.86,USD,Cash Deposit Kiosk,US,WIRE,5999,BEN-1005,Casey Nguyen
TXN-00276,ACC-1016,2026-07-12T05:37:00,502.18,USD,Wire Transfer,CA,WIRE,5999,BEN-1005,Casey Nguyen
TXN-00218,ACC-1018,2026-07-12T06:20:00,236.54,USD,Consulting Fees Ltd,CA,P2P,5411,BEN-1002,Morgan Lee
TXN-00068,ACC-1019,2026-07-12T10:29:00,600.52,USD,Consulting Fees Ltd,SG,WIRE,7995,BEN-1005,Casey Nguyen
TXN-00372,ACC-1013,2026-07-12T10:36:00,1990.73,USD,Payroll Inc,US,ACH,6011,,
TXN-00356,ACC-1017,2026-07-12T11:19:00,395.3,USD,Grocery Mart,DE,P2P,7995,BEN-1004,Taylor Brooks
TXN-00347,ACC-1011,2026-07-12T21:24:00,85.78,USD,Grocery Mart,CA,ATM,7995,,
TXN-00073,ACC-1004,2026-07-12T22:00:00,2255.46,USD,ATM Withdrawal,US,WIRE,5999,BEN-1002,Morgan Lee
TXN-00103,ACC-1015,2026-07-12T22:31:00,166.92,USD,Amazon,SG,ACH,4829,,
TXN-00361,ACC-1023,2026-07-12T23:31:00,2177.67,USD,Wire Transfer,SG,CARD,6011,,
TXN-00398,ACC-1008,2026-07-13T04:45:00,355.67,USD,ATM Withdrawal,SG,ACH,7995,,
TXN-00173,ACC-1002,2026-07-13T06:41:00,587.14,USD,Cash Deposit Kiosk,AU,ACH,5411,,
TXN-00010,ACC-1006,2026-07-13T08:44:00,242.32,USD,Shell Gas,AU,P2P,6051,BEN-1002,Morgan Lee
TXN-00064,ACC-1002,2026-07-13T10:39:00,986.12,USD,Shell Gas,DE,CARD,6051,,
TXN-00066,ACC-1013,2026-07-13T12:43:00,372.71,USD,Wire Transfer,AU,P2P,4829,BEN-1005,Casey Nguyen
TXN-00065,ACC-1009,2026-07-13T13:20:00,1793.39,USD,Offshore Holdings LLC,SG,P2P,6011,BEN-1002,Morgan Lee
TXN-00226,ACC-1020,2026-07-13T13:32:00,432.99,USD,Amazon,DE,CARD,4829,,
TXN-00075,ACC-1014,2026-07-13T16:35:00,996.34,USD,Grocery Mart,CA,ATM,6051,,
TXN-00223,ACC-1008,2026-07-13T19:55:00,68.44,USD,Grocery Mart,GB,ACH,6051,,
TXN-00365,ACC-1020,2026-07-13T19:58:00,259.47,USD,Consulting Fees Ltd,SG,ACH,5411,,
TXN-00194,ACC-1019,2026-07-13T22:17:00,488.09,USD,Wire Transfer,US,CARD,5999,,
TXN-00199,ACC-1001,2026-07-14T02:17:00,114.75,USD,ATM Withdrawal,SG,ATM,6051,,
TXN-00259,ACC-1023,2026-07-14T05:01:00,945.86,USD,Cash Deposit Kiosk,GB,ATM,5411,,
TXN-00084,ACC-1021,2026-07-14T12:46:00,165.78,USD,Consulting Fees Ltd,GB,WIRE,6051,BEN-1005,Casey Nguyen
TXN-00352,ACC-1012,2026-07-14T19:38:00,1036.31,USD,Shell Gas,US,WIRE,5999,BEN-1005,Casey Nguyen
TXN-00164,ACC-1011,2026-07-14T23:43:00,1164.11,USD,Cash Deposit Kiosk,DE,ATM,5999,,
TXN-00001,ACC-1003,2026-07-14T23:57:00,346.51,USD,Shell Gas,CA,P2P,5411,BEN-1004,Taylor Brooks
TXN-00281,ACC-1002,2026-07-15T01:10:00,835.76,USD,ATM Withdrawal,SG,ATM,7995,,
TXN-00335,ACC-1011,2026-07-15T02:34:00,343.17,USD,Shell Gas,US,ATM,5411,,
TXN-00052,ACC-1002,2026-07-15T04:34:00,191.6,USD,Grocery Mart,US,P2P,6011,BEN-1005,Casey Nguyen
TXN-00393,ACC-1019,2026-07-15T06:30:00,3024.81,USD,Wire Transfer,DE,ATM,4829,,
TXN-00141,ACC-1006,2026-07-15T07:36:00,1699.11,USD,Crypto Exchange Alpha,SG,ATM,5411,,
TXN-00154,ACC-1013,2026-07-15T08:29:00,556.9,USD,Crypto Exchange Alpha,DE,ATM,7995,,
TXN-00123,ACC-1014,2026-07-15T09:44:00,86.31,USD,Offshore Holdings LLC,SG,P2P,7995,BEN-1005,Casey Nguyen
TXN-00169,ACC-1023,2026-07-15T17:26:00,176.07,USD,Wire Transfer,CA,ATM,5999,,
TXN-00373,ACC-1006,2026-07-15T18:30:00,1158.87,USD,Amazon,DE,ACH,5999,,
TXN-00394,ACC-1009,2026-07-15T20:31:00,1476.43,USD,Crypto Exchange Alpha,CA,CARD,7995,,
TXN-00307,ACC-1006,2026-07-15T22:31:00,210.45,USD,Consulting Fees Ltd,DE,CARD,6051,,
TXN-00008,ACC-1006,2026-07-16T02:02:00,240.71,USD,Crypto Exchange Alpha,AU,CARD,5411,,
TXN-00078,ACC-1002,2026-07-16T09:15:00,446.28,USD,Grocery Mart,DE,CARD,6051,,
TXN-00313,ACC-1010,2026-07-16T15:06:00,987.19,USD,Wire Transfer,AU,ACH,6051,,
TXN-00003,ACC-1006,2026-07-16T20:44:00,2154.54,USD,ATM Withdrawal,CA,WIRE,6051,BEN-1004,Taylor Brooks
